"Betweenness Dir","Closeness Dir","EigenVector Dir","InDegree","name","OutDegree","selected","shared name"
"0.0","16.333333333333336","0.09943007623568112","0.0","Aidan Campbell","7.0","false","Aidan Campbell"
"39.45988743493489","23.0","-0.19259613634134984","23.0","Kurtis Henry","21.0","false","Kurtis Henry"
"4.859837474353606","20.333333333333336","0.30379843521942257","18.0","Cameron Morton","16.0","false","Cameron Morton"
"7.303786988891357","21.833333333333332","-0.25597147318690133","20.0","Jamie Drysdale","19.0","false","Jamie Drysdale"
"21.832844895985296","21.0","0.0034853672016202097","21.0","Brendan Sellan","17.0","false","Brendan Sellan"
"13.874782704645131","21.833333333333336","-0.6829390116058377","19.0","Chad Yetman","19.0","false","Chad Yetman"
"20.379380476154672","22.5","0.45823220781821195","22.0","Connor Lockhart","20.0","false","Connor Lockhart"
"14.932597067701423","22.5","0.21482825969723968","22.0","Jack Duff","20.0","false","Jack Duff"
"0.0","14.166666666666666","0.14917397279250505","3.0","Alex Gritz","4.0","false","Alex Gritz"
"9.0828394723556","20.5","0.4834868936473238","16.0","Brendan Hoffmann","16.0","false","Brendan Hoffmann"
"14.176703941220074","21.333333333333336","-0.07577921754127362","19.0","Daniel D'Amato","18.0","false","Daniel D'Amato"
"21.974383059487415","22.5","-0.13458636847386735","22.0","Jacob Golden","20.0","false","Jacob Golden"
"19.01468626513693","23.5","0.5401019411513628","21.0","Austen Swankler","22.0","false","Austen Swankler"
"15.582869510312591","22.5","0.18665999524725885","18.0","Drew Hunter","20.0","false","Drew Hunter"
"6.336489417182012","21.5","-0.7077819420176559","20.0","Elias Cohen","18.0","false","Elias Cohen"
"8.855051410744007","22.5","0.2879475565380208","21.0","Emmett Sproule","20.0","false","Emmett Sproule"
"8.94521957591217","21.833333333333336","-0.30748455583005124","23.0","Maxim Golod","19.0","false","Maxim Golod"
"0.6466783216783218","18.333333333333332","-0.40565849318775343","13.0","Kyen Sopa","12.0","false","Kyen Sopa"
"2.3005272505272503","19.0","-0.25411620266338836","17.0","Danial Singer","13.0","false","Danial Singer"
"1.6272297147297146","20.333333333333332","0.27245903929905013","13.0","Matthew MacDougall","16.0","false","Matthew MacDougall"
"26.596056765814833","19.0","0.06722502521358635","13.0","Noah Sedore","13.0","false","Noah Sedore"
"4.444830169830171","19.833333333333336","0.13635767478237906","18.0","Luke Beamish","15.0","false","Luke Beamish"
"0.5553571428571429","18.666666666666664","0.5135360007712253","6.0","Brendan Kischnick","13.0","false","Brendan Kischnick"
"7.7361508668434675","21.333333333333332","-0.0676976338176295","20.0","Hayden Fowler","18.0","false","Hayden Fowler"
"8.37947907037091","17.5","-0.08296450463972528","4.0","Christian Kyrou","10.0","false","Christian Kyrou"
"0.7678321678321679","12.666666666666668","0.27146322918145616","3.0","Brett Bressette","2.0","false","Brett Bressette"
"0.3344988344988345","16.333333333333332","-0.31661422285325724","1.0","Daniel Murphy","8.0","false","Daniel Murphy"
