"Betweenness Dir","Closeness Dir","EigenVector Dir","InDegree","name","OutDegree","selected","shared name"
"0.0","17.5","-4.706805532022269","0.0","Aidan Campbell","9.0","true","Aidan Campbell"
"11.370572156601565","22.0","-0.6656139429638406","21.0","Daniel D'Amato","19.0","false","Daniel D'Amato"
"10.306081663434599","22.5","-0.14808388429223407","22.0","Drew Hunter","20.0","false","Drew Hunter"
"15.252738764503468","23.0","0.9415874775195077","19.0","Jacob Golden","21.0","false","Jacob Golden"
"8.841965632406806","22.5","-0.32665451783116395","22.0","Jamie Drysdale","20.0","false","Jamie Drysdale"
"23.949050622580028","23.5","1.0675873260834778","24.0","Austen Swankler","22.0","false","Austen Swankler"
"29.119920030949434","23.0","-0.6091637065512356","24.0","Kurtis Henry","21.0","false","Kurtis Henry"
"1.9074992817639878","19.5","0.5652844590819793","16.0","Kyen Sopa","14.0","false","Kyen Sopa"
"6.658995416348356","21.0","-0.2806528573378137","17.0","Luke Beamish","17.0","false","Luke Beamish"
"24.05124442550912","21.5","0.6133820597587489","19.0","Noah Sedore","18.0","false","Noah Sedore"
"0.05555555555555555","14.166666666666668","-1.1896334965435085","7.0","Alex Gritz","4.0","false","Alex Gritz"
"10.229683878213287","22.5","0.3300034368797437","19.0","Brendan Sellan","20.0","false","Brendan Sellan"
"12.851596687626099","22.5","-0.5379334083817623","22.0","Elias Cohen","20.0","false","Elias Cohen"
"10.488521037785741","22.0","0.5987607415626122","20.0","Hayden Fowler","19.0","false","Hayden Fowler"
"7.927889430830606","23.0","0.8764747062913565","21.0","Maxim Golod","21.0","false","Maxim Golod"
"8.370262743792152","23.5","0.8652636734252369","22.0","Emmett Sproule","22.0","false","Emmett Sproule"
"12.720404024080493","22.5","0.947395859423811","18.0","Chad Yetman","20.0","false","Chad Yetman"
"6.978628969070144","22.5","-1.11332486313445","22.0","Connor Lockhart","20.0","false","Connor Lockhart"
"3.0676544044191107","21.5","1.4452026300801326","12.0","Brendan Kischnick","18.0","false","Brendan Kischnick"
"3.9585829203476277","22.0","-2.584202962633991","19.0","Cameron Morton","19.0","false","Cameron Morton"
"8.889031475060884","23.0","0.4003741228297274","21.0","Jack Duff","21.0","false","Jack Duff"
"3.1925632374161794","20.5","-0.46402134435771514","19.0","Brendan Hoffmann","16.0","false","Brendan Hoffmann"
"2.9275956886251007","20.5","-0.001104608918796754","21.0","Danial Singer","16.0","false","Danial Singer"
"1.5116580315109727","19.5","-0.009416377836650572","16.0","Matthew MacDougall","14.0","false","Matthew MacDougall"
"0.058823529411764705","18.0","-1.2362002284526705","2.0","Daniel Murphy","11.0","false","Daniel Murphy"
"0.31348039215686274","18.0","-0.8995455064466308","7.0","Christian Kyrou","11.0","false","Christian Kyrou"
"0.0","13.166666666666666","-1.3433382033242","3.0","Brett Bressette","2.0","false","Brett Bressette"
