"Betweenness Dir","Closeness Dir","EigenVector Dir","InDegree","name","OutDegree","selected","shared name"
"0.0","18.0","6.371743971422406","0.0","Aidan Campbell","10.0","false","Aidan Campbell"
"11.107272510385828","22.5","-7.771561172376096E-16","22.0","Jamie Drysdale","20.0","false","Jamie Drysdale"
"4.107508488717787","21.5","3.83026943495679E-15","19.0","Cameron Morton","18.0","false","Cameron Morton"
"12.894685261033874","22.0","7.382983113757291E-15","21.0","Daniel D'Amato","19.0","false","Daniel D'Amato"
"3.0753058602903804","21.5","-7.466249840604178E-15","13.0","Brendan Kischnick","18.0","true","Brendan Kischnick"
"23.652276173140642","23.0","2.3869795029440866E-15","22.0","Drew Hunter","21.0","false","Drew Hunter"
"10.187153740267057","23.5","-1.5543122344752192E-15","23.0","Emmett Sproule","22.0","false","Emmett Sproule"
"20.563815661936722","22.5","-5.342948306008566E-15","20.0","Jacob Golden","20.0","false","Jacob Golden"
"38.1870622682716","22.5","4.642120021713936E-15","24.0","Kurtis Henry","20.0","false","Kurtis Henry"
"5.169984022063127","20.5","3.0531133177191805E-15","18.0","Luke Beamish","16.0","false","Luke Beamish"
"6.720425207362055","21.5","1.2988742026376343E-16","19.0","Noah Sedore","18.0","false","Noah Sedore"
"0.058823529411764705","14.166666666666666","7.16093850883226E-15","5.0","Alex Gritz","4.0","true","Alex Gritz"
"10.425654531227284","22.0","-5.695097171631858E-15","19.0","Brendan Sellan","19.0","false","Brendan Sellan"
"7.130388114637337","21.5","-7.771561172376096E-15","19.0","Hayden Fowler","18.0","false","Hayden Fowler"
"15.287766607791697","22.5","6.9111383282915995E-15","22.0","Elias Cohen","20.0","false","Elias Cohen"
"18.505385626703816","23.5","6.827871601444713E-15","20.0","Austen Swankler","22.0","false","Austen Swankler"
"9.013145803759121","23.0","-5.10702591327572E-15","22.0","Maxim Golod","21.0","false","Maxim Golod"
"3.3049161249412125","22.0","1.7486012637846216E-15","18.0","Chad Yetman","19.0","false","Chad Yetman"
"7.05149089520019","23.0","-2.6645352591003757E-15","20.0","Connor Lockhart","21.0","false","Connor Lockhart"
"5.653115719464334","20.5","-4.288236432614667E-15","19.0","Brendan Hoffmann","16.0","false","Brendan Hoffmann"
"10.771005694126757","23.0","-1.1823875212257917E-14","19.0","Jack Duff","21.0","false","Jack Duff"
"1.091272818169103","20.0","-7.223388553967425E-15","15.0","Kyen Sopa","15.0","true","Kyen Sopa"
"1.7398666319505434","19.5","5.384581669432009E-15","15.0","Matthew MacDougall","14.0","true","Matthew MacDougall"
"2.332444963017719","19.833333333333332","1.654926196081874E-14","20.0","Danial Singer","15.0","false","Danial Singer"
"0.11145510835913312","16.5","2.525757381022231E-15","2.0","Daniel Murphy","8.0","true","Daniel Murphy"
"6.6216675266597855","17.5","-6.800116025829084E-16","9.0","Christian Kyrou","10.0","true","Christian Kyrou"
"0.2361111111111111","13.0","-1.4224732503009818E-15","2.0","Brett Bressette","2.0","true","Brett Bressette"
